codigo1;descricao1;codigo2;descricao2;codigo3;descricao3;codigo4;descricao4;est_atend;Un_med;Un_con;Fator;Est_aqui;Capacidade;Ciclo;Velocidade;Acessorios
PRP138;MOP;BT0052;MARCA PROPRIA;BT1352PR;MOP ABRASIVO PRATIK 3X1;;;;;;1;;;;;
PRP138;MOP;BT0052;MARCA PROPRIA;BT1352SM;MOP ABRASIVO SMART 3X1;;;;;;1;;;;;
PRP138;MOP;BT0052;MARCA PROPRIA;BT135RPR;MOP ABRASIVO REFIL PRATIK 3x1;;;;;;1;;;;;
PRP138;MOP;BT0052;MARCA PROPRIA;BT135RSM;MOP ABRASIVO REFIL SMART 3X1;;;;;;1;;;;;
PRP003;BALDES;BT0024;NOVICA;BT1386H;NOVICA BALDE COM CESTO 10L CONCEPT 1X6##;;;;;;1;;;;;
PRP003;BALDES;BT0024;NOVICA;BT1386M4;NOVICA BALDE PLASTICO ED COME 10L 1X6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT1388;CONJ BALDE TWISTER ZIGZAG S/PEDAL E MOP;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT1389;NOVICA BALDE TWISTER TURBO C/MOP 17L 1X2;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT1389R;NOVICA REFIL BALDE TWISTER TURBO 17L 1X6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT1389RCN;NOVICA REFIL BALDE TWISTER TURBO 17L 1X6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT1390;NOVICA BALDE BASE PLANA PLASTICO 1X2;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT1390R;NOVICA REFIL MOP TWISTER FLAT MICRO 1X12;;;;;;1;;;;;
PRP047;PAS;BT0024;NOVICA;BT140;NOVICA PA COLETORA PLASTICA C/ CABO 1X6;;;;;;1;;;;;
PRP047;PAS;BT0024;NOVICA;BT141;NOVICA PA CANGURU PLASTICA C/CABO 1X10#;;;;;;1;;;;;
PRP127;ATLAS;BT0013;LINHA PROFISSIONAL;BT1415;ATLAS BANDEJA PLASTICA 1.3L;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT144212;NOVICA MOP SEKITO C/CABO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT1442144N;NOVICA MOP SEKITO LEV MAIS PAG MENOS 1X6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT1450;NOVICA SUPORTE ARTICULADO PLASTICO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT1452;MOP SEKITO PLUS - 1X12;;;;;;1;;;;;
PRP047;PAS;BT0024;NOVICA;BT145H;NOVICA PA CLIPA CONCEPT 1X12#;;;;;;1;;;;;
PRP047;PAS;BT0024;NOVICA;BT145M4;NOVICA PA CLIPA ED COME DE PLASTICO 1X36;;;;;;1;;;;;
PRP047;PAS;BT0024;NOVICA;BT145M5;NOVICA PA CLIPA ED COME DE PLASTICO 1X36;;;;;;1;;;;;
PRP047;PAS;BT0064;ATLAS;BT150AT;ATLAS PA DE LIXO PLASTICA COM CABO;;;;;;1;;;;;
PRP047;PAS;BT0024;NOVICA;BT150H;#NOVICA PA COM CABO CONCEPT 1X12;;;;;;1;;;;;
PRP047;PAS;BT0024;NOVICA;BT150M4;NOVICA PA ED COME PLASTICA COM CABO 1X12;;;;;;1;;;;;
PRP047;PAS;BT0052;MARCA PROPRIA;BT150PR;PA COM CABO PRATIK 2X3X1;;;;;;1;;;;;
PRP047;PAS;BT0052;MARCA PROPRIA;BT150SM;PA COM CABO SMART 2X3X1;;;;;;1;;;;;
PRP127;ATLAS;BT0013;LINHA PROFISSIONAL;BT152/2;ATLAS ESPATULA PLASTICA 13,1 CM;;;;;;1;;;;;
PRP127;ATLAS;BT0013;LINHA PROFISSIONAL;BT1523;ATLAS BANDEJA PLASTICA 2,7L;;;;;;1;;;;;
PRP047;PAS;BT0024;NOVICA;BT160;NOVICA PA E VASSOURINHA C/CABO 1X6;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1621;NOVICA VASSOURA FACIL S/CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1622A;VASSOURA BETTANIN MULTIUSO-CARIBE - 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0052;MARCA PROPRIA;BT1631CB;CASABELLA VASSOURA S/CABO BT1631CB 1X12;;;;;;1;;;;;
PRP066;VASSOURAS PELO;BT0024;NOVICA;BT1632A;VASSOURA BETTANIN INTERIORES - 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1632L;VASSOURA MULTIUSO LR 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT164215;NOVICA VASSOURA USO EXTERNO C/CABO 1X15;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1642A;VASSOURA BETTANIN CASA E RUA- 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1642H;NOVICA USO EXTERNO CONCEPT 1X12##;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT16521;NOVICA VARRE TUDO 1x12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1652A;VASSOURA BETTANIN VARRE TODO-B60 - 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1652GB;NOVICA VASSOURA GRAN BARRIDO C/CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1671M1;NOVICA VASSOURA ORIG ED COME S/CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1671M2;NOVICA VASSOURA ORIG ED COME S/CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1671M4;NOVICA VASSOURA ORIG ED COME S/CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT167215;NOVICA VASSOURA ORIGINAL C/CABO 1X15;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT167215WM;NOVICA VASSOURA ORIGINA NEON C/CABO 1X15;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT16726;NOVICA VASSOURA ORIGINAL C/CABO 1X6;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1672A;NOVICA VASSOURA ORIGINAL C/CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1672H;NOVICA ORIGINAL CONCEPT 1X12##;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1672M1;NOVICA VASSOURA ORIG ED COME1 C/CABO 1X8;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1672M2;NOVICA VASSOURA ORIG ED COME2 C/CABO 1X8;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1672M3;NOVICA VASSOURA ORIG ED COME3 C/CABO 1X8;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1672M4;NOVICA VASSOURA ORIG ED COME4 C/CABO1X15;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1672M5;NOVICA VASSOURA ORIG ED COME5 C/CABO1X15;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT169140;NOVICA VASSOURA CERTA C/PA - 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1692H;#NOVICA IDEAL CANTOS CERTA CONCEPT 1X12#;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1692M4;NOVICA VASSOURA CANTOS EDCOME4 CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1692M5;NOVICA VASSOURA CANTOS EDCOME5 CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0052;MARCA PROPRIA;BT1692TK;PRATIC VASSOURA CANTO TOK&STOK 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1722;NOVICA VASSOURA TIPO PALHA C/CABO 1X12;;;;;;1;;;;;
PRP127;ATLAS;BT0013;LINHA PROFISSIONAL;BT175/10;ATLAS ESPATULA DE ACO CARBONO 10 CM;;;;;;1;;;;;
PRP127;ATLAS;BT0013;LINHA PROFISSIONAL;BT175/12;ATLAS ESPATULA DE ACO CARBONO 12 CM;;;;;;1;;;;;
PRP127;ATLAS;BT0013;LINHA PROFISSIONAL;BT175/4;ATLAS ESPATULA DE ACO CARBONO 4 CM;;;;;;1;;;;;
PRP127;ATLAS;BT0013;LINHA PROFISSIONAL;BT175/6;ATLAS ESPATULA DE ACO CARBONO 6 CM;;;;;;1;;;;;
PRP127;ATLAS;BT0013;LINHA PROFISSIONAL;BT175/8;ATLAS ESPATULA DE ACO CARBONO 8 CM;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1752;#NOVICA VASSOURA TIPO PIACABA C/CABO1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;BT1752M4;NOVICA VASSOURA PIACABA COME CABO 1X12;;;;;;1;;;;;
PRP127;ATLAS;BT0013;LINHA PROFISSIONAL;BT176/3;ATLAS MISTURADOR PLASTICO DE TINTA;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0027;VASSOURA SINTETICA;BT1772A;NOVICA VASSOURA BE80 C/CABO 1X12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0064;ATLAS;BT1840/3;ATLAS ESCOVA CERDA DE ACO 3 FILEIRAS;;;;;;1;;;;;
PRP066;VASSOURAS PELO;BT0024;NOVICA;BT1842A;NOVICA VASSOURA BOLA PELO C/CABO 1X8;;;;;;1;;;;;
PRP066;VASSOURAS PELO;BT0024;NOVICA;BT1842H;NOVICA BOLA CONCEPT 1X8##;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT1902;NOVICA BALDE TWISTER MOP C/MOP 6L 1X1;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT190R;NOVICA REFIL BALDE TWISTER 6L 1X6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT1912;NOVICA MOP SPRAY C/CABO E TECIDO 1X4;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT191R;NOVICA REFIL TECIDO MOP SPRAY 1X6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT1922;NOVICA MOP LIMPA VIDROS C/CABO 1X6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT192R;NOVICA REFIL MOP LIMPA VIDROS 1X6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT1932;NOVICA MOP TORCAO MICROFIBRA 1X6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT193R;NOVICA REFIL MOP TORCAO MICROFIBRA 1X6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT1942;NOVICA MOP 3 EM 1 COM ESPUMA 1X4;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT194R;NOVICA REFIL ESPUMA MOP 3 EM 1 1X6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT1952;NOVICA MOP ESFREG ALGOD PLUS C/CABO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT195R;NOVICA REFIL ESFREGAO ALGODAO PLUS 1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT1972;NOVICA VARREDORA DE PISOS PLASTICA 1X6#;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;BT1980;NOVICA LIMPA VIDROS SPRAY PLASTIC 1X6;;;;;;1;;;;;
PRP138;MOP;BT0061;BRILHUS;BT1990;NOVICA MOP LIMPEZA RAPIDA 1X6;;;;;;1;;;;;
PRP156;WIPES;BT0024;NOVICA;BT1990R;NOVICA REFIL PANO SECO MOP LIMP RAP 1X12;;;;;;1;;;;;
PRP156;WIPES;BT0024;NOVICA;BT1991R;NOVICA REFIL PANO UMIDO MOP LIMP R. 1X12;;;;;;1;;;;;
PRP107;PROMOCIONAL;BT0013;LINHA PROFISSIONAL;BT200;KIT PROMOCIONAL;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0061;BRILHUS;BT2003;BRILHUS VASSOURA MULTIUSO C/CABO 1X15;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0061;BRILHUS;BT20031;BRILHUS VASSOURA MULTIUSO S/CABO 1X12;;;;;;1;;;;;
PRP127;ATLAS;BT0013;LINHA PROFISSIONAL;BT2003A;ATLAS CONJUNTO ANTIRESPINGO ECONOMICO;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0052;MARCA PROPRIA;BT2003AT;ATLAS VASSOURA MULTIUSO ATLAS - 1 X 15;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0052;MARCA PROPRIA;BT2003B;VASSOURA MULTIUSO BOCCHI - 1X15;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0052;MARCA PROPRIA;BT2003CP;VASSOURA MULTIUSO COOP 1X15;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0052;MARCA PROPRIA;BT2003D;VASSOURA PLASTICA MULTIUSO DIA 1X15;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0052;MARCA PROPRIA;BT2003WM;VASSOURA GV MULTIUSO 1x15;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0061;BRILHUS;BT2012;BRILHUS VASSOURA PARA RUA C/CABO 1X15;;;;;;1;;;;;
PRP127;ATLAS;BT0013;LINHA PROFISSIONAL;BT2014;ATLAS ROLO DE LA BRASILEIRINHO 23CM;;;;;;1;;;;;
PRP001;ACESSORIOS;BT0024;NOVICA;BT202;NOVICA REFIL ROLO ADESIVO PLAST 1X12;;;;;;1;;;;;
PRP047;PAS;BT0061;BRILHUS;BT2020;BRILHUS PA PARA LIXO PLASTICA 1X36;;;;;;1;;;;;
PRP047;PAS;BT0052;MARCA PROPRIA;BT2020B;PA PARA LIXO;;;;;;1;;;;;
PRP047;PAS;BT0052;MARCA PROPRIA;BT2020CP;PA PARA LIXO COOP - 1X36;;;;;;1;;;;;
PRP047;PAS;BT0052;MARCA PROPRIA;BT2020D;PA PLASTICA PARA LIXO DIA 1X36;;;;;;1;;;;;
PRP047;PAS;BT0052;MARCA PROPRIA;BT2020WM;PA GV S/ CABO 1x36;;;;;;1;;;;;
PRP003;BALDES;BT0024;NOVICA;BT2021;NOVICA BALDE PLAST COM ESCORREDOR 9L 1X6;;;;;;1;;;;;
PRP003;BALDES;BT0052;MARCA PROPRIA;BT2021D;BALDE PLASTICO 9L DIA 1X6;;;;;;1;;;;;
PRP003;BALDES;BT0052;MARCA PROPRIA;BT2021PR;BALDE 9 LITROS PRATIK 6X1;;;;;;1;;;;;
PRP003;BALDES;BT0052;MARCA PROPRIA;BT2021SM;BALDE 9 LITROS SMART 6X1;;;;;;1;;;;;
PRP066;VASSOURAS PELO;BT0061;BRILHUS;BT2022;BRILHUS VASSOURA PISO DELICA C/CABO 1X12;;;;;;1;;;;;
PRP066;VASSOURAS PELO;BT0052;MARCA PROPRIA;BT2022B;VASSOURA TIPO PELO;;;;;;1;;;;;
PRP138;MOP;BT0061;BRILHUS;BT2023;BRILHUS MOP ESFREGAO ALGODAO C/CABO 1X12;;;;;;1;;;;;
PRP127;ATLAS;BT0052;MARCA PROPRIA;BT2023AT;ATLAS MOP ESFREGAO ALGODAO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0061;BRILHUS;BT2023R;BRILHUS REFIL MOP ESFREGAO ALGODAO 1X12;;;;;;1;;;;;
PRP127;ATLAS;BT0052;MARCA PROPRIA;BT2023RAT;ATLAS REFIL MOP ESFREGAO ALGODAO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0061;BRILHUS;BT2023RCN;BRILHUS REFIL MOP ESFREGAO ALGODAO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0061;BRILHUS;BT2024;BRILHUS MOP SEK C/CABO 1X6#;;;;;;1;;;;;
PRP138;MOP;BT0061;BRILHUS;BT2024R;BRILHUS REFIL MOP SEK 1X6#;;;;;;1;;;;;
PRP138;MOP;BT0061;BRILHUS;BT2024RCN;BRILHUS REFIL MOP SEK 1X6#;;;;;;1;;;;;
PRP055;RODOS;BT0061;BRILHUS;BT2025;BRILHUS RODO PLASTICO C/CABO P 1X12;;;;;;1;;;;;
PRP138;MOP;BT0061;BRILHUS;BT2026;BRILHUS ESPALHADOR CERA C/CABO 1X12;;;;;;1;;;;;
PRP003;BALDES;BT0061;BRILHUS;BT2027;BRILHUS BALDE C/ ESCORREDOR PLAST 9L 1X6;;;;;;1;;;;;
PRP127;ATLAS;BT0052;MARCA PROPRIA;BT2027AT;ATLAS BALDE C/ ESCORREDOR 9L 1X6;;;;;;1;;;;;
PRP055;RODOS;BT0061;BRILHUS;BT2028;BRILHUS RODO PLASTICO C/CABO M 1X12;;;;;;1;;;;;
PRP127;ATLAS;BT0052;MARCA PROPRIA;BT2028AT;ATLAS RODO MEDIO 1X12;;;;;;1;;;;;
PRP055;RODOS;BT0052;MARCA PROPRIA;BT2028B;RODO DUPLO EVA M;;;;;;1;;;;;
PRP055;RODOS;BT0052;MARCA PROPRIA;BT2028D;RODO PLASTICO EVA M 1X12;;;;;;1;;;;;
PRP055;RODOS;BT0024;NOVICA;BT2028M1;NOVICA RODO MEDIO ED COME1 C/CABO 1X12;;;;;;1;;;;;
PRP055;RODOS;BT0052;MARCA PROPRIA;BT2028WM;RODO GV 40CM 1x12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0061;BRILHUS;BT2029;BRILHUS VASSOURA CANTOS C/CABO 1X12;;;;;;1;;;;;
PRP001;ACESSORIOS;BT0024;NOVICA;BT202E;REFIL ROLO ADESIVO BETTANIN 1X12;;;;;;1;;;;;
PRP001;ACESSORIOS;BT0024;NOVICA;BT203;NOVICA CONJ ROLO ADESIVO 2 REFIL 1X24;;;;;;1;;;;;
PRP138;MOP;BT0061;BRILHUS;BT2030;BRILHUS ESPALHADOR CERA ECON C/CABO 1X12;;;;;;1;;;;;
PRP055;RODOS;BT0061;BRILHUS;BT2031;BRILHUS RODO DE PIA PLASTICO 1X12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0064;ATLAS;BT2032AT;ATLAS ESCOVA MULTIUSO ATLAS - 1X12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0052;MARCA PROPRIA;BT2032CP;ESCOVA MULTIUSO COOP 1X36;;;;;;1;;;;;
PRP021;ESCOVAS;BT0061;BRILHUS;BT2033;ESCOVA DE MADEIRA BRILHUS 1X36;;;;;;1;;;;;
PRP021;ESCOVAS;BT0061;BRILHUS;BT203318;ESCOVA DE MADEIRA BRILHUS 1X12X18;;;;;;1;;;;;
PRP001;ACESSORIOS;BT0061;BRILHUS;BT2034;BRILHUS DESENTUPIDOR PLASTICO 1X36;;;;;;1;;;;;
PRP047;PAS;BT0061;BRILHUS;BT2035;BRILHUS PA PLASTICA COM CABO 1X12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0061;BRILHUS;BT2036;BRILHUS ESCOVA SANITARIA POTE PLAST 1X12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0061;BRILHUS;BT2037;BRILHUS ESCOVA CANTOS PLASTICA 1X36;;;;;;1;;;;;
PRP001;ACESSORIOS;BT0041;BRILHUS;BT2038;BRILHUS DESENTUPIDOR SANIT BORRACHA 1X6;;;;;;1;;;;;
PRP021;ESCOVAS;BT0061;BRILHUS;BT2039;BRILHUS RODO SIMPLES EVA C/CABO P 1X12#;;;;;;1;;;;;
PRP055;RODOS;BT0061;BRILHUS;BT2041;BRILHUS RODO EVA SIMPLES C/CABO M 1X12;;;;;;1;;;;;
PRP046;PANOS;BT0061;BRILHUS;BT2044;BRILHUS PANO MULTIUSO ALMOFADA LR 1X25;;;;;;1;;;;;
PRP046;PANOS;BT0061;BRILHUS;BT2045;BRILHUS PANO MULTIUSO ROLO LR 1X24;;;;;;1;;;;;
PRP046;PANOS;BT0061;BRILHUS;BT2046;BRILHUS PANO FLANELA P ALGODAO 1X24;;;;;;1;;;;;
PRP046;PANOS;BT0061;BRILHUS;BT2047;BRILHUS PANO FLANELA M ALGODAO 1X24;;;;;;1;;;;;
PRP046;PANOS;BT0061;BRILHUS;BT2048;BRILHUS PANO FLANELA G ALGODAO 1X24;;;;;;1;;;;;
PRP046;PANOS;BT0061;BRILHUS;BT2049;BRILHUS PANO PIA ALGODAO 1X24;;;;;;1;;;;;
PRP138;MOP;BT0061;BRILHUS;BT2050;BRILHUS MOP SPRAY PLASTICO 1X4;;;;;;1;;;;;
PRP138;MOP;BT0061;BRILHUS;BT2050R;BRILHUS MOP SPRAY REFIL TECIDO 1X6;;;;;;1;;;;;
PRP138;MOP;BT0061;BRILHUS;BT2051;BRILHUS MOP BALDE SPIN PLASTICO 9L 1X1;;;;;;1;;;;;
PRP138;MOP;BT0061;BRILHUS;BT2051R;BRILHUS BALDE SPIN REFIL CORDOES 1X6;;;;;;1;;;;;
PRP138;MOP;BT0061;BRILHUS;BT2051RCN;BRILHUS BALDE SPIN REFIL CORDOES 1X6;;;;;;1;;;;;
PRP138;MOP;BT0061;BRILHUS;BT2052;BRILHUS MOP LIMPA VIDROS PLASTICO 1X6;;;;;;1;;;;;
PRP138;MOP;BT0061;BRILHUS;BT2053;BRILHUS MOP TORCAO PLASTICO 1X6;;;;;;1;;;;;
PRP001;ACESSORIOS;BT0061;BRILHUS;BT2054;BRILHUS PRENDEDOR ROUPAS MADEIRA 1X24;;;;;;1;;;;;
PRP108;SACOS PARA LIXO;BT0061;BRILHUS;BT2055;BRILHUS SACO P/ LIXO ROLO 15L 1X12;;;;;;1;;;;;
PRP108;SACOS PARA LIXO;BT0061;BRILHUS;BT2056;BRILHUS SACO P/ LIXO ROLO 30L 1X12;;;;;;1;;;;;
PRP108;SACOS PARA LIXO;BT0061;BRILHUS;BT2057;BRILHUS SACO P/ LIXO ROLO 50L 1X12;;;;;;1;;;;;
PRP108;SACOS PARA LIXO;BT0061;BRILHUS;BT2058;BRILHUS SACO P/ LIXO ROLO 100L 1X12;;;;;;1;;;;;
PRP025;ESPONJAS;BT0061;BRILHUS;BT2059;BRILHUS ESPONJA DE LA DE ACO 1X14X10;;;;;;1;;;;;
PRP108;SACOS PARA LIXO;BT0061;BRILHUS;BT2060;BRILHUS SACO P/ LIXO ALMOFADA 15L 1X12;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;BT2060G;BRILHUS LUVA MULTIUSO G LATEX 1X12;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;BT2060M;BRILHUS LUVA MULTIUSO M LATEX 1X12;;;;;;1;;;;;
PRP079;LUVAS;BT0061;BRILHUS;BT2060P;BRILHUS LUVA MULTIUSO P LATEX 1X12;;;;;;1;;;;;
PRP108;SACOS PARA LIXO;BT0061;BRILHUS;BT2061;BRILHUS SACO P/ LIXO ALMOFADA 30L 1X12;;;;;;1;;;;;
PRP108;SACOS PARA LIXO;BT0061;BRILHUS;BT2062;BRILHUS SACO P/ LIXO ALMOFADA 50L 1X12;;;;;;1;;;;;
PRP108;SACOS PARA LIXO;BT0061;BRILHUS;BT2063;BRILHUS SACO P/ LIXO ALMOFADA 100L 1X12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0024;NOVICA;BT250;NOVICA ESCOVA MULTIUSO PLAST (SKET) 1X36;;;;;;1;;;;;
PRP021;ESCOVAS;BT0052;MARCA PROPRIA;BT250RN;NOVICA ESCOVA MULTIUSO PLAST (SKET) 1X36;;;;;;1;;;;;
PRP021;ESCOVAS;BT0024;NOVICA;BT260;NOVICA ESCOVA VARREMESA PLASTICA 1X12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0024;NOVICA;BT260H;NOVICA ESCOVA VARREMESA CONCEPT 1X12#;;;;;;1;;;;;
PRP021;ESCOVAS;BT0024;NOVICA;BT260HCN;NOVICA ESCOVA VARREMESA CONCEPT 1X12#;;;;;;1;;;;;
PRP021;ESCOVAS;BT0024;NOVICA;BT270;NOVICA VARREDORA MESA PLAST PT BN 1X12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0024;NOVICA;BT271;NOVICA VARREDORA MESA PLAST COLOR 1X12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0024;NOVICA;BT275;NOVICA ESCOVAS LIMPEZA PESADA 1X24;;;;;;1;;;;;
PRP127;ATLAS;BT0013;LINHA PROFISSIONAL;BT2773SR;ATLAS CONJUNTO DE GARFO E ROLO;;;;;;1;;;;;
PRP108;SACOS PARA LIXO;BT0008;ESFREBOM;BT301;ESFREBOM SACO P/ LIXO ALMOFADA 15L 1X12;;;;;;1;;;;;
PRP108;SACOS PARA LIXO;BT0008;ESFREBOM;BT301R;ESFREBOM SACO PARA LIXO ALM 15L PRETO;;;;;;1;;;;;
PRP108;SACOS PARA LIXO;BT0008;ESFREBOM;BT302;ESFREBOM SACO P/ LIXO ALMOFADA 30L 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0052;MARCA PROPRIA;BT3020AT;ATLAS VASSOURA LIMPESA PESADA - 1X15;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0052;MARCA PROPRIA;BT3020CP;VASSOURA PARA RUA COOP 1X15;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0052;MARCA PROPRIA;BT3020D;VASSOURA PLASTICA PARA RUA DIA 1X15;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0052;MARCA PROPRIA;BT3020WM;VASSOURA GV PARA RUA 1x15;;;;;;1;;;;;
PRP108;SACOS PARA LIXO;BT0008;ESFREBOM;BT302R;ESFREBOM SACO PARA LIXO ALM 30L PRETO;;;;;;1;;;;;
PRP108;SACOS PARA LIXO;BT0008;ESFREBOM;BT303;ESFREBOM SACO P/ LIXO ALMOFADA 50L 1X12;;;;;;1;;;;;
PRP066;VASSOURAS PELO;BT0052;MARCA PROPRIA;BT3030AT;ATLAS VASSOURA TIPO PELO ATLAS- 1X12;;;;;;1;;;;;
PRP066;VASSOURAS PELO;BT0052;MARCA PROPRIA;BT3030CP;VASSOURA TIPO PELO COOP 1X12;;;;;;1;;;;;
PRP066;VASSOURAS PELO;BT0052;MARCA PROPRIA;BT3030D;VASSOURA PLASTICA TIPO PELO DIA 1X12;;;;;;1;;;;;
PRP066;VASSOURAS PELO;BT0052;MARCA PROPRIA;BT3030WM;VASSOURA GV TIPO PELO 1x12;;;;;;1;;;;;
PRP108;SACOS PARA LIXO;BT0008;ESFREBOM;BT303R;ESFREBOM SACO PARA LIXO ALM 50L PRETO;;;;;;1;;;;;
PRP108;SACOS PARA LIXO;BT0008;ESFREBOM;BT304;ESFREBOM SACO P/ LIXO ALMOFADA 100L 1X12;;;;;;1;;;;;
